,Max V (increase),Max V (decrease),Max D (increase),Max D (decrease),Min S+R (increase),Min S+R (decrease),Max Mphi (increase),Max Mphi (decrease),Max T (increase),Max T (decrease),Max Lu (increase),Max Lu (decreased),Max Fu (increased),Max Fu (decreased),Total Fu (increase),Total Fu (decrease)
h_M_MPhi,-2.53574938824386E-13,8.13127343235465E-13,6.52529141831337E-11,-2.41719200211321E-10,1.10889075699561E-12,-3.99513755411363E-12,-1.73937531044999E-10,6.40923536465721E-10,1.0070255740402E-10,-3.74792641366639E-10,-1.58596913379938E-10,5.84482240384432E-10,-1.8006596214093E-11,6.62181420807428E-11,3.2509017700022E-10,-1.25758103930451E-09
p_MPhi_I_L,3.54977474237295E-06,-3.52861738750487E-06,-0.0011629864236839500,0.0011397092032758800,-1.27017746601732E-05,1.26307677894566E-05,0.002983006206612740,-0.0029612633550417700,-0.0020067757369538500,0.0019359024485170500,0.002712311053315380,-0.002693400275744050,0.00029812540135809600,-0.00029746749172732100,-0.010047799770009100,0.009963576861239170
eps_L_MPhi,-3.33993535350796E-06,3.71107638508228E-06,0.0010801076607982500,-0.0012172936120310500,1.1939639876335E-05,-1.32591355586076E-05,-0.002804402732987430,0.0031201395550613000,0.0018359189284631300,-0.0021020588361458900,-0.0025507704453187100,0.002836867047181000,-0.0002816676984167540,0.0003117700462567100,0.009453578210238960,-0.010531441033012500
d_MPhi_I,2.76689656866225E-05,-2.77517701855468E-05,0.002920516156409870,-0.0031068877253559400,3.88493664542633E-05,-3.97536446594682E-05,-0.009126992491128810,0.009368759213280510,0.004636781154763400,-0.005085021300527790,-0.008311932994941930,0.00852472701115059,-0.0009225419200442620,0.0009331852098302120,0.01973616314149960,-0.020190508709069500
del_MPhi,2.35370280599057E-07,-2.35386773850266E-07,4.40796886522765E-05,-4.41263542565462E-05,6.88804344228799E-07,-6.89031827261211E-07,-0.0001144651003708310,0.0001144896915328260,7.37262185548371E-05,-7.38901897061606E-05,-0.00010444144803645200,0.00010446300556310500,-1.18141735948596E-05,1.18151929888732E-05,0.0003111996903708560,-0.0003075774235757890
eps_Gamma_alpha,-2.21971595881776E-07,2.45066670512273E-07,-4.14077898805987E-05,4.56484749238317E-05,-6.4635445207184E-07,7.13031382160168E-07,0.00010766032525655300,-0.00011880995971458300,-6.92895964624629E-05,7.62930867423961E-05,9.82283149844054E-05,-0.00010840165304548700,1.11070376087596E-05,-1.22584849852059E-05,-0.00029088680267752600,0.000320345448995063
eps_alpha_MPhi,8.97064204474773E-07,-9.36708782872664E-07,-0.00028478937148968000,0.0002962285099925580,-3.3857805081805E-06,3.53052477652938E-06,0.000717533143529181,-0.0007498833980255080,-0.000484164948615029,0.0005018640974974180,0.0006530068683552330,-0.0006819039874975670,7.22429147002046E-05,-7.55563899484946E-05,-0.0023070318396109000,0.0024111599296379200
M0,-0.010946291246302900,0.011243080290169500,-0.0014357303001475400,0.0014247493168040300,0.0005596962006340080,-0.0005552120385314830,-0.0009236629756806950,0.0009700497025315610,-0.0020762137053046400,0.0020473992287597400,-0.00034138643876324700,0.00038427315684885800,-0.00014276624021025700,0.00014711285869784000,-0.003678866557067510,0.0033661705215239900
eps_G_M,-7.7715611723761E-15,-1.52100554373646E-14,1.26565424807268E-14,-6.43929354282591E-15,4.44089209850063E-16,9.76996261670138E-15,5.32907051820075E-15,-8.10462807976364E-15,-3.77475828372553E-15,-9.54791801177635E-15,1.97619698383278E-14,-2.77555756156289E-15,8.88178419700125E-16,-1.22124532708767E-15,-2.94131385913943E-12,-4.08451050759595E-13
d_M,0.006487907789930690,-0.006424045061295790,0.002462968434866710,-0.002520183863777060,-0.00015811810532584400,0.0001637039815889360,-0.0003282546832669150,0.0003661707234214880,0.007408513204211650,-0.00863258082595364,-0.0013079642860144300,0.00138443834326063,-4.20426354157399E-05,4.72622118428134E-05,0.009551332752078870,-0.013513780535737600
h_M,-1.26565424807268E-14,-3.88578058618805E-14,3.97459842815806E-14,2.1316282072803E-14,3.10862446895044E-15,-1.3988810110277E-14,1.26565424807268E-14,2.1538326677728E-14,3.77475828372553E-15,-4.85167461761193E-14,4.86277684785819E-14,5.19584375524573E-14,2.44249065417534E-15,4.44089209850063E-15,-6.52888854091316E-12,-3.89521748189736E-12
p_M_I,-0.0006259654037639170,0.0006257896781429740,-0.0003052473415455780,0.0003045680527971050,1.168924371453E-05,-1.16450974725346E-05,5.61710582083208E-05,-5.56973847017916E-05,-0.0009558918401464390,0.0009376042306945550,0.00017836538094973000,-0.00017735392043438700,8.00627857144853E-06,-7.93370785046044E-06,-0.0013329008288947000,0.0012771526152031100
eps_I_M,0.00037417972118558600,-0.0003990804478468670,0.00016459658372869300,-0.00017433378808096000,-7.89725948280307E-06,8.49664504465331E-06,-2.82432009602873E-05,2.98842329089499E-05,0.000518679328615157,-0.0005555506848299310,-9.36731317910944E-05,9.92759645119801E-05,-3.82803828302691E-06,4.0382067081346E-06,0.0006801879882543110,-0.0007450937154058760
MR,-0.006185437128259140,0.006424427055944590,-0.0022579016512505000,0.0023467071472045300,0.00016140207561310400,-0.00015848644036287100,0.0003323690846199770,-0.0003172391131377460,-0.007470732939044540,0.007023702560960740,0.001283009151477940,-0.0012748364572512400,4.18382158318131E-05,-4.01151920242926E-05,-0.011813442969889400,0.00922900289623052
psi_M_max,-1.08801856413265E-14,-1.75415237890775E-14,1.04360964314765E-14,6.68354260824344E-14,2.88657986402541E-15,-6.43929354282591E-15,1.99840144432528E-15,2.35367281220533E-14,-6.10622663543836E-15,8.88178419700125E-16,1.84297022087776E-14,7.61612994892857E-14,6.66133814775094E-16,5.32907051820075E-15,-2.85682588696545E-12,-9.03199737223304E-12
N0,-0.01122635969526430,0.011925439682249700,-0.005433249033509840,0.005564238388318100,0.004638706584445760,-0.004724410788254470,-0.006770988023037770,0.007088556972361990,-0.003736376019098040,0.0038213665640010100,-0.0061506917053895100,0.0064318875300357600,-0.0009983638895590950,0.0010272742089891800,-0.0007437606934288520,0.0009775475029492050
NR,-0.04688162851696490,0.05101208763323720,-0.006422871485582740,0.006534259228666790,0.004239820484399640,-0.004160743293880050,-0.015107650678502200,0.01567870305002320,-0.008362569764767010,0.00820116797131587,-0.013757011446267100,0.014254230904840800,-0.001882161569686790,0.0019041197485338800,-0.007785835590621520,0.007578952760330050
eps_C_N,0.0005735732753864300,-0.0006321044972903420,7.85106829463977E-05,-8.21615374564377E-05,-1.69976821747797E-05,1.88383725114871E-05,8.97441687259803E-05,-9.90806528414767E-05,0.0004735199558028040,-0.0005241269640783310,8.33405875910742E-05,-9.20066747925885E-05,1.13963742944811E-05,-1.25842092241202E-05,8.45911403009048E-05,-9.1327190171242E-05
d_N,0.04884193388794420,-0.04810123723299090,0.006308079194446090,-0.00654896244047154,-0.004063264252964220,0.004323247988078370,0.015172288779692300,-0.015468805723331600,0.007831355902781610,-0.008585794837872250,0.013791371770852700,-0.014086511839437900,0.001844351765352360,-0.0019267096496938800,0.007171343159331660,-0.007995341835742240
psi_N_max,-0.0006338248244505130,0.0006357420090903340,-8.21225861733499E-05,8.70129535053277E-05,1.88867803281312E-05,-1.88303727021166E-05,-9.93022862407766E-05,9.94125098390253E-05,-0.0005293327019574300,0.000528105788301092,-9.22141930158604E-05,9.23205728060594E-05,-1.26133569801068E-05,1.26249207095253E-05,-9.15839348247793E-05,9.09380314562114E-05
p_N_L,-1.76145380281767E-07,1.76145394048532E-07,-1.9046922261623E-08,1.90470501593154E-08,1.12771525451194E-08,-1.12771812998957E-08,-4.93528707901092E-08,4.93529288547734E-08,-2.14265455378282E-08,2.14265523101886E-08,-4.49945427583032E-08,4.49946915281885E-08,-5.98843918897529E-09,5.98845018018324E-09,-2.66393982428781E-08,2.66222599520916E-08
eps_L_N,1.67757506552846E-07,-1.85416180742415E-07,1.81400436893853E-08,-2.00493414093117E-08,-1.07401753046688E-08,1.18706859897344E-08,4.70027861076972E-08,-5.19503642326669E-08,2.04062420294804E-08,-2.25542613474516E-08,4.28520763318119E-08,-4.73626083907774E-08,5.70328562154998E-09,-6.30361529641021E-09,2.5355990196374E-08,-2.80487543191654E-08
T0,-0.0018293592714063700,0.001900929112951030,-0.0034272709067629800,0.0035320343778275600,0.002325854508548280,-0.0024014771666083200,-0.0013892546715432700,0.0014512127455252900,-0.0021562659171067100,0.0022244344553645800,-0.0012846309074320300,0.0013415357099297900,-0.0002557234882604180,0.0002658454813326830,-0.0004837139768080200,0.0004636271174904840
p_T_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eps_L_T,0.0,0.0,0.004236070435276410,-0.004595321096728,0.0,0.0,0.0,0.0,0.006111595155257280,-0.006642589576448480,0.0,0.0,0.0,0.0,-0.002798983724463630,0.003068708861970530
p_T_Gamma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eps_Gamma_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_T_F,-0.0002562493456977900,0.00025464264106633800,0.0019767435786748300,-0.002006319103870170,0.0005557599787895380,-0.0005459447884614830,-0.00015228286838053800,0.00015196024183405900,0.006420088852290280,-0.006373031633805540,-0.00014263063291708500,0.000142310399139145,-3.13348931413326E-05,3.1212885617915E-05,-0.0031296960477755800,0.0030871235296261500
eps_F_T,0.00022814889520916800,-0.000252067392704447,-0.0018602315245059800,0.0020258855107726500,-0.0004845635776246080,0.0005405287551760730,0.00013687894022340600,-0.00015073305133961300,-0.005942404998065090,0.006601245741719940,0.00012814840497887800,-0.00014113116086966700,2.80499664018219E-05,-3.09326466554349E-05,0.00283798198683316,-0.003165254495412830
d_T,0.0005755553149420220,-0.0005809663446890710,-0.005115831280967710,0.005172204940057770,-0.0009948540891630000,0.0010169697463209300,0.0003855925116149630,-0.0003871287850453210,-0.03352461208194100,0.03580779989648740,0.00035885545960034900,-0.0003603509079807000,7.514032014444E-05,-7.5647963270864E-05,0.01873804281935150,-0.01878620254959980
p_T_I,0.0,0.0,0.02047922702432840,-0.020922139740022100,0.0,0.0,0.0,0.0,0.04682602355392090,-0.046952020886398800,0.0,0.0,0.0,0.0,-0.020758355483370900,0.02221751336452590
eps_T_I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tau_T,0.0,0.0,-0.0286095939293034,0.02943751307193350,0.0,0.0,0.0,0.0,-0.00015925848673914400,-0.00016116446290492800,0.0,0.0,0.0,0.0,0.008881718830771270,-0.008643812816300330
stoch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stoch_C,0.523460061173944,-0.3244292214807940,0.04934661790253060,-0.05469445943736310,-0.028966543940551300,0.042385087164479100,0.1313727824611450,-0.12104619166665900,0.05536089153228450,-0.08070249011287480,0.11868527858283800,-0.11089448492717100,0.014566147736448500,-0.016568008329060000,0.04789281322434500,-0.07767606139610860
avo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_U_0,-3.53996426616376E-07,-1.00282469428503E-06,-2.7199474375017E-06,2.72333096651423E-06,2.13933282644518E-07,6.59366904409708E-07,4.22518237468417E-05,-4.38508134231741E-05,-4.64201257055485E-06,4.00086668816968E-06,3.9095771937836E-05,-3.92853516765213E-05,3.86498013260628E-06,-4.075714052032E-06,0.00011613852478631300,0.00019795355572505000
L_B_0,-2.35791461911106E-08,2.36136168396683E-08,-9.31802512482705E-07,9.31962332639813E-07,8.86347291118028E-08,-8.86951921907908E-08,1.13389855016521E-05,-1.13398525500852E-05,-1.26985850890105E-06,1.26999233263092E-06,1.02302127025222E-05,-1.02310016102392E-05,1.03956957442364E-06,-1.03966005859935E-06,-3.36977456849574E-06,3.36832141711874E-06
p_L_I,4.92586638545234E-06,-4.92652679806582E-06,-0.00011858879907322700,0.00011862452109401300,-1.065245201326E-05,1.06588611195058E-05,4.58854916434159E-05,-4.58883341772909E-05,-0.00020601968493250100,0.0002060949946494080,0.0008994583529244870,-0.0008994572786578110,4.95533106503743E-06,-4.95661860289154E-06,-0.00013837780994163700,0.00013922688766232500
eta_L_I,-4.14629951150936E-06,4.52751324919731E-06,0.00010434745072274200,-0.00011438030585408900,8.90396622299505E-06,-9.71036405983394E-06,-3.91503891624678E-05,4.28022080702917E-05,0.00018500332632731500,-0.00020319396270418500,-0.0007433702573581560,0.0008103449247334190,-4.21433982855657E-06,4.6050362536576E-06,0.00012091513757117600,-0.00013275135464196900
p_L_MPhi,0.0002893345637002830,-0.00029595005702209900,-0.004055139663912470,0.0039782928770846200,-0.0005856952067812010,0.0005972181318103510,0.0028951228133360400,-0.0028803853548139400,-0.006227829573844050,0.00606455337022882,0.050255175341030700,-0.04997974233276510,0.0003076590426398520,-0.00030779461717445100,-0.005239605842289550,0.0057007768941059700
eta_L_MPhi,-0.0002696121500179730,0.0002905119054565920,0.0037339931101254600,-0.0041923787461484200,0.0005442762175946750,-0.00058777277720512,-0.002638880502098150,0.0029187785796036500,0.005703631209241110,-0.006454519256047230,-0.045410978157079300,0.05019890493459610,-0.00028168563914332500,0.000309863716446257,0.0052661113885466000,-0.005340481148812690
p_L_M,1.11665896977975E-05,-1.10898169587426E-05,-0.00041496407435381900,0.00041714338031262300,-2.35777935643222E-05,2.2866653190512E-05,0.0001261463798063470,-0.0001261908835732410,-0.0011761135706648300,0.0011803291607386200,0.0017712196472163800,-0.0017703672843737400,1.31770137845599E-05,-1.31484841319196E-05,-0.0009337760050353030,0.0010678282269172000
eta_L_M,-9.69401148198656E-06,1.07021850945799E-05,0.00036241226855326900,-0.0003948302167531280,1.99474345043971E-05,-2.25511875762141E-05,-0.00011046943700321300,0.00012099761068729000,0.0010280554467574400,-0.0011224027937968300,-0.0015443587358465700,0.001692767303087540,-1.1507015654888E-05,1.26361641232808E-05,0.0009331402538967910,-0.0008891706983785720
k_lin_L,-0.00029149641153092300,0.00031280632067987000,0.004390683351522600,-0.00493068806513719,0.0005965587248062400,-0.0006446313727260790,-0.002780549070647290,0.0030711237164020600,0.007265406882421830,-0.008205036074765420,-0.04995030913710040,0.05547316614303460,-0.0002982679388487950,0.0003276559526061980,0.006805673259644650,-0.007476798656195220
k_int_L,-0.00022017686225861400,0.00023310288404032600,0.0032183134593213300,-0.003502425445127470,0.00044602477037347700,-0.00047290206977590500,-0.0021762967404191900,0.0023495558665767000,0.00532126646749842,-0.0058128655507933,-0.0019829724595062900,0.002140382663683880,-0.0002321302861980620,0.0002494340901948440,0.004668262249109210,-0.0051210243383366100
k_B_L,0.0003062353910527890,-0.00031301927651106200,-0.004588138079975820,0.004520947333101160,-0.0006196754986562690,0.0006322112239589560,0.003111998371156720,-0.0030942562575692100,-0.00760985485140564,0.007459501579368140,0.0028336975052194500,-0.002818568821930770,0.00032989028958940700,-0.00033003934903874700,-0.00672240275698921,0.006568411506513660
k_U_L,-8.08461427310725E-05,8.25264931456626E-05,0.001192251055761150,-0.0012280991099632400,0.0001638181707595000,-0.0001672748805912060,-0.0008038861267752880,0.0008256427165052040,0.00197248702643793,-0.0020364211996601900,-0.0007317787687900480,0.0007523049589681640,-8.55877849037512E-05,8.77931385148134E-05,0.0017382558777649900,-0.0017910333720907400
R_L_N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_L_T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_L_M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MM_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
